appid,pc_requirements,mac_requirements,linux_requirements,minimum,recommended
15390,"{'minimum': '<strong>Recommended:</strong>                    <br>\t\t\t\t\t<ul class=""bb_ul""><li><strong>Supported OS: </strong>Windows XP SP3/Windows Vista SP1 (only)                        <br>\t\t\t\t\t</li><li><strong>Processor: </strong>2.6 GHz dual-core (3 GHz for Intel Pentium D 925)                        <br>\t\t\t\t\t</li><li><strong>Memory: </strong>1 GB (2 GB Recommended)                         <br>\t\t\t\t\t</li><li><strong>Graphics: </strong>128 MB DirectX 9.0c compliant, Shader 3.0–enabled (see supported list*)                          <br>\t\t\t\t\t</li><li><strong>DirectX Version: </strong>DirectX 9.0 or 10.0                          <br>\t\t\t\t\t</li><li><strong>Sound: </strong>DirectX 9.0 or 10.0 compliant                           <br>\t\t\t\t\t</li><li><strong>Hard Drive: </strong> 8 GB free hard disk space                         <br>\t\t\t\t\t</li><li><strong>Multiplay: </strong>Broadband internet connection with 384 Kbps upstream                        <br>\t\t\t\t\t</li><li><strong>*Supported Video Cards at Time of Release: </strong>  ATI RADEON X1600/1650–1950/HD 2000/3000 series,                    NVIDIA GeForce 6800/7/8/9 series.                        <br>\t\t\t\t\t</li><li>Laptop versions of these cards may work but are NOT supported. These chipsets are the only ones that will run this game.                     </li></ul>'}",[],[],"Recommended:                     Supported OS: Windows XP SP3/Windows Vista SP1 (only)                         Processor: 2.6 GHz dual-core (3 GHz for Intel Pentium D 925)                         Memory: 1 GB (2 GB Recommended)                          Graphics: 128 MB DirectX 9.0c compliant, Shader 3.0–enabled (see supported list*)                           DirectX Version: DirectX 9.0 or 10.0                           Sound: DirectX 9.0 or 10.0 compliant                            Hard Drive:  8 GB free hard disk space                          Multiplay: Broadband internet connection with 384 Kbps upstream                         *Supported Video Cards at Time of Release:   ATI RADEON X1600/1650–1950/HD 2000/3000 series,                    NVIDIA GeForce 6800/7/8/9 series.                         Laptop versions of these cards may work but are NOT supported. These chipsets are the only ones that will run this game.",
15750,"{'minimum': '<ul class=""bb_ul""><li><strong>OS:</strong> Windows XP/Vista/7<br>\t</li><li><strong>Processor:</strong> Intel Core 2+<br>\t</li><li><strong>Memory:</strong> 2 GB<br>\t</li><li><strong>Graphics:</strong> nVidia 6600 or better or ATI x1600 or better (256 MB+)<br>\t</li><li><strong>DirectX®:</strong> 9<br>\t</li><li><strong>Hard Drive:</strong> 4 GB<br>\t</li><li><strong>Sound:</strong> Any DirectX 9 compatible Sound Card<br>\t</li><li><strong>Other:</strong> OpenGL2.0</li></ul>'}",[],[],OS: Windows XP/Vista/7 Processor: Intel Core 2+ Memory: 2 GB Graphics: nVidia 6600 or better or ATI x1600 or better (256 MB+) DirectX®: 9 Hard Drive: 4 GB Sound: Any DirectX 9 compatible Sound Card Other: OpenGL2.0,
19020,"{'minimum': '<ul class=""bb_ul""><li><strong>OS:</strong> Windows XP/Vista<br>\t\t\t\t\t\t\t\t</li><li><strong>Processor:</strong> Intel Pentium 4 processor<br>\t\t\t\t\t\t\t\t</li><li><strong>Memory:</strong> 512 MB (XP) / 1 GB (Vista)<br>\t\t\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong> 8 GB of free space<br>\t\t\t\t\t\t\t\t</li><li><strong>Graphics:</strong> DirectX 9.0c/Shader3.0, NVIDIA GeForce 6600 series or higher, or ATI Radeon X1600 or higher<br>\t\t\t\t\t\t\t\t</li><li><strong>Sound:</strong> DirectX 9.0c compatible sound cards<br>\t\t\t\t\t\t\t\t</li><li><strong>DirectX®:</strong> DirectX 9.0c \t<br>\t\t\t\t\t\t\t</li></ul>'}",[],[],"OS: Windows XP/Vista Processor: Intel Pentium 4 processor Memory: 512 MB (XP) / 1 GB (Vista) Hard Drive: 8 GB of free space Graphics: DirectX 9.0c/Shader3.0, NVIDIA GeForce 6600 series or higher, or ATI Radeon X1600 or higher Sound: DirectX 9.0c compatible sound cards DirectX®: DirectX 9.0c",
20530,"{'minimum': '<ul class=""bb_ul""><li><strong>Operating System: </strong>Windows® 2000/XP <br>                    </li><li><strong>DirectX Version: </strong>DirectX 8<br>                    </li><li><strong>Processor: </strong>Pentium II 400 MHz or greater <br>                    </li><li><strong>Memory: </strong>64 MB RAM <br>                    </li><li><strong>Video Card: </strong>3D Graphics Accelerator Card (8MB) <br>                    </li><li><strong>Sound: </strong>Direct X Certified  audio hardware <br>                    </li></ul>'}",[],[],Operating System: Windows® 2000/XP                      DirectX Version: DirectX 8                     Processor: Pentium II 400 MHz or greater                      Memory: 64 MB RAM                      Video Card: 3D Graphics Accelerator Card (8MB)                      Sound: Direct X Certified  audio hardware,
21500,{'minimum': '<p><strong>Minimum:</strong></p>                    \n\t\t\t\t\t<ul>                    \n\t\t\t\t\t<li><strong>Supported OS: </strong>Windows® XP or Vista</li>                    \n\t\t\t\t\t<li><strong>Processor: </strong>Single Core 3.0GHz CPU</li>                    \n\t\t\t\t\t<li><strong>Memory: </strong>1GB RAM</li>                    \n\t\t\t\t\t<li><strong>Video: </strong>128MB DirectX 9 GPU</li>                    \n\t\t\t\t\t<li><strong>DirectX® Version: </strong>9.0</li>                    \n\t\t\t\t\t<li><strong>Hard Drive: </strong>4GB </li>                    </ul>'},[],[],Supported OS: Windows® XP or Vista                    Processor: Single Core 3.0GHz CPU                    Memory: 1GB RAM                    Video: 128MB DirectX 9 GPU                    DirectX® Version: 9.0                    Hard Drive: 4GB,
23600,"{'minimum': '<strong>Minimum:</strong>                    <br>\t\t\t\t\t<ul class=""bb_ul""><li><strong>Operating system: </strong>Windows 98/2000/XP/Vista                     <br>\t\t\t\t\t</li><li><strong>Processor: </strong>1.2 GHz Pentium 4 (or other equivalent)                    <br>\t\t\t\t\t</li><li><strong>Memory: </strong>128MB RAM                    <br>\t\t\t\t\t</li><li><strong>Hard disk space: </strong>150MB                     <br>\t\t\t\t\t</li><li><strong>Video: </strong>GeForce 2 (or other equivalent)                     <br>\t\t\t\t\t</li><li><strong>Sound: </strong>DirectX compatible sound card                     <br>\t\t\t\t\t</li><li><strong>DirectX® Version: </strong>DirectX 5 or above <br>\t\t\t\t\t</li></ul>', 'recommended': '<strong>Recommended:</strong>                    <br>\t\t\t\t\t<ul class=""bb_ul""><li><strong>Processor: </strong>2.0 GHz Pentium 4 (or other equivalent)                    <br>\t\t\t\t\t</li><li><strong>Memory: </strong>256MB RAM                    <br>\t\t\t\t\t</li><li><strong>Video: </strong>GeForce 3 (or other equivalent)<br>\t\t\t\t\t</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br>\t\t\t\t\t<ul class=""bb_ul""><li><strong>OS:</strong> MAC OS X 10.5.8 to 10.14 (Mojave)<br>\t\t\t\t\t\t</li><li><strong>Processor:</strong> 1.5 GHz processor<br>\t\t\t\t\t\t</li><li><strong>Memory:</strong> 128MB RAM<br>\t\t\t\t\t\t</li><li><strong>Graphics:</strong> GeForce 2 (or other equivalent)<br>\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong> 150MB of hard drive space<br>\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong> OS must support 32 bit applications!<br>\t\t\t\t\t</li></ul>', 'recommended': '<strong>Recommended:</strong><br>\t\t\t\t\t<ul class=""bb_ul""><li><strong>OS:</strong> MAC OS X 10.5.8 to 10.14 (Mojave)<br>\t\t\t\t\t\t</li><li><strong>Processor:</strong> 2.0 GHz processor<br>\t\t\t\t\t\t</li><li><strong>Memory:</strong> 256MB RAM<br>\t\t\t\t\t\t</li><li><strong>Graphics:</strong> GeForce 3 (or other equivalent)<br>\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong> 150MB of hard drive space<br>\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong> OS must support 32 bit applications!<br>\t\t\t\t\t</li></ul>'}","{'minimum': '<ul class=""bb_ul"">         <li><strong>Processor:</strong> 1.5 GHz processor (PowerPC or Intel)<br>                </li><li><strong>Memory:</strong> 256 MB RAM<br>                </li><li><strong>Hard Disk Space:</strong> 150 MB                <br>                </li><li><strong>Video Card:</strong> GeForce 2 (or equivalent) <br>                </li><li><strong>Additional:</strong> DSL or better internet connection required for multiplayer           </li></ul>'}",Operating system: Windows 98/2000/XP/Vista                      Processor: 1.2 GHz Pentium 4 (or other equivalent)                     Memory: 128MB RAM                     Hard disk space: 150MB                      Video: GeForce 2 (or other equivalent)                      Sound: DirectX compatible sound card                      DirectX® Version: DirectX 5 or above,Processor: 2.0 GHz Pentium 4 (or other equivalent)                     Memory: 256MB RAM                     Video: GeForce 3 (or other equivalent)
24800,"{'minimum': '\n\t\t\t\t\t<ul>                    \n\t\t\t\t\t<li><strong>Supported OS:</strong> Microsoft Windows® XP SP2, Windows Vista (32-bit)</li>                    \n\t\t\t\t\t<li><strong>Processor:</strong> Any Intel Core Duo machine; XP: Intel Pentium 4 2.2 GHz or better, AMD Athlon XP 2100+ or better; Vista: Intel Pentium 4 2.6 GHz or better, AMD Athlon XP 2800+ or better</li>                    \n\t\t\t\t\t<li><strong>Memory:</strong> 1 GB RAM</li>                    \n\t\t\t\t\t<li><strong>Graphics:</strong> DirectX® 9.0c compatible video card, NVIDIA GeForce 6800 or better, ATI Radeon X800 or better</li>                    \n\t\t\t\t\t<li><strong>Hard Drive:</strong> At lease 10 GB of free space</li>                    \n\t\t\t\t\t<li><strong>Sound:</strong> DirectX® 9.0c compatible sound card (Yamaha Xwave-512 is not supported)</li>                   </ul>                    <br>                    \n\t\t\t\t\t<li>INTERNET CONNECTION, ONLINE AUTHENTICATION AND ACCEPTANCE OF END USER LICENSE AGREEMENT REQUIRED TO PLAY. TO ACCESS ONLINE FEATURES, YOU MUST REGISTER ONLINE. ONLY ONE REGISTRATION IS AVAILABLE PER GAME.  EA ONLINE TERMS & CONDITIONS AND FEATURE UPDATES CAN BE FOUND AT WWW.EA.COM. YOU MUST BE 13+ TO REGISTER WITH EA ONLINE.                     EA MAY RETIRE ONLINE FEATURES AFTER 30 DAYS NOTICE POSTED ON WWW.EA.COM.</li>\n\t\t\t\t\t'}",[],[],"Supported OS: Microsoft Windows® XP SP2, Windows Vista (32-bit)                    Processor: Any Intel Core Duo machine; XP: Intel Pentium 4 2.2 GHz or better, AMD Athlon XP 2100+ or better; Vista: Intel Pentium 4 2.6 GHz or better, AMD Athlon XP 2800+ or better                    Memory: 1 GB RAM                    Graphics: DirectX® 9.0c compatible video card, NVIDIA GeForce 6800 or better, ATI Radeon X800 or better                    Hard Drive: At lease 10 GB of free space                    Sound: DirectX® 9.0c compatible sound card (Yamaha Xwave-512 is not supported)                                                            INTERNET CONNECTION, ONLINE AUTHENTICATION AND ACCEPTANCE OF END USER LICENSE AGREEMENT REQUIRED TO PLAY. TO ACCESS ONLINE FEATURES, YOU MUST REGISTER ONLINE. ONLY ONE REGISTRATION IS AVAILABLE PER GAME.  EA ONLINE TERMS & CONDITIONS AND FEATURE UPDATES CAN BE FOUND AT WWW.EA.COM. YOU MUST BE 13+ TO REGISTER WITH EA ONLINE.                     EA MAY RETIRE ONLINE FEATURES AFTER 30 DAYS NOTICE POSTED ON WWW.EA.COM.",
25000,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP or later<br></li><li><strong>Processor:</strong> Passmark CPU 1000 or better<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Passmark GPU 500 or better with OpenGL 3.2 support<br></li><li><strong>Storage:</strong> 17 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS 10.6 or later<br></li><li><strong>Processor:</strong> Passmark CPU 1000 or better<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Passmark GPU 500 or better with OpenGL 3.2 support<br></li><li><strong>Storage:</strong> 22 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>Processor:</strong> Passmark CPU 1000 or better<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Passmark GPU 500 or better with OpenGL 3.2 support<br></li><li><strong>Storage:</strong> 20 GB available space</li></ul>'}",OS: Windows XP or later Processor: Passmark CPU 1000 or better Memory: 2 GB RAM Graphics: Passmark GPU 500 or better with OpenGL 3.2 support Storage: 17 GB available space,
31860,"{'minimum': '<ul class=""bb_ul""><li><strong>OS:</strong> Windows® XP/Vista<br>\t                        </li><li><strong>Processor:</strong> 1 GHz or greater Pentium or equivalent class CPU<br>\t                        </li><li><strong>Memory:</strong> 128 MB of RAM<br>\t                        </li><li><strong>Graphics:</strong> 32 MB DirectX 9.0 compatible video card<br>\t                        </li><li><strong>DirectX:</strong> DirectX 9.0<br>\t                        </li><li><strong>Hard Drive:</strong> 1 GB or more of hard drive space<br>\t                        </li><li><strong>Sound:</strong> 16 bit DirectX compatible sound card<br>                        </li></ul>'}",[],[],OS: Windows® XP/Vista                         Processor: 1 GHz or greater Pentium or equivalent class CPU                         Memory: 128 MB of RAM                         Graphics: 32 MB DirectX 9.0 compatible video card                         DirectX: DirectX 9.0                         Hard Drive: 1 GB or more of hard drive space                         Sound: 16 bit DirectX compatible sound card,
32200,{'minimum': '<ul>\n\t\t\t\t\t\t<li><strong>OS:</strong> Windows</li>\n\t\t\t\t\t\t<li><strong>Processor:</strong> 1.8 GHz</li>\n\t\t\t\t\t\t<li><strong>Memory:</strong> 1 GB</li>\n\t\t\t\t\t\t<li><strong>Graphics:</strong> DirectX 9 128MB Video Ram</li>\n\t\t\t\t\t\t<li><strong>DirectX&reg;:</strong> 9.0c</li>\n\t\t\t\t\t\t<li><strong>Hard Drive:</strong> 250 MB</li>\n\t\t\t\t\t\t<li><strong>Sound:</strong> DirectX 9 Compatible</li>\n\t\t\t\t\t</ul>'},[],[],OS: WindowsProcessor: 1.8 GHzMemory: 1 GBGraphics: DirectX 9 128MB Video RamDirectX&reg;: 9.0cHard Drive: 250 MBSound: DirectX 9 Compatible,
34190,"{'minimum': '<strong>Minimum:</strong><br>\t\t\t\t\t\t\t\t<ul class=""bb_ul""><li><strong>OS:</strong> Windows XP/Vista. (if running Windows Vista SP1 is recommended)<br>\t\t\t\t\t\t\t\t</li><li><strong>Processor:</strong> 3.2 GHz Intel Pentium 4/Athlon 64 3000+ or equivalent processor<br>\t\t\t\t\t\t\t\t</li><li><strong>Memory:</strong> 1GB RAM (2GB on Vista)<br>\t\t\t\t\t\t\t\t</li><li><strong>Graphics:</strong> DirectX 9.0c compliant video card with 256 MB RAM (NVIDIA 7600 or better, ATI X1300 or better)<br>\t\t\t\t\t\t\t\t</li><li><strong>DirectX®:</strong> DirectX 9.0c<br>\t\t\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong> 6 GB Hard Drive Space<br>\t\t\t\t\t\t\t\t</li><li><strong>Sound:</strong> DirectX Compatible Sound Card<br>\t\t\t\t\t\t\t\t</li></ul>', 'recommended': '<strong>Recommended:</strong><br>\t\t\t\t\t\t\t\t<ul class=""bb_ul""><li><strong>Processor:</strong> Intel Core 2 Duo @ 2.4Ghz or Athlon 64 X2 4200+ or better<br>\t\t\t\t\t\t\t\t</li><li><strong>Memory:</strong> 1.5GB RAM<br>\t\t\t\t\t\t\t\t</li><li><strong>Graphics:</strong> GeForce 8800 or ATI Radeon HD 3800 series with 512 MB of VRAM or better<br>\t\t\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong> 7 GB Hard Drive Space<br>\t\t\t\t\t\t\t\t</li><li><strong>Sound:</strong> Creative Sound Blaster X-Fi Sound Card<br>\t\t\t\t\t\t\t\t</li></ul>'}",[],[],"OS: Windows XP/Vista. (if running Windows Vista SP1 is recommended) Processor: 3.2 GHz Intel Pentium 4/Athlon 64 3000+ or equivalent processor Memory: 1GB RAM (2GB on Vista) Graphics: DirectX 9.0c compliant video card with 256 MB RAM (NVIDIA 7600 or better, ATI X1300 or better) DirectX®: DirectX 9.0c Hard Drive: 6 GB Hard Drive Space Sound: DirectX Compatible Sound Card",Processor: Intel Core 2 Duo @ 2.4Ghz or Athlon 64 X2 4200+ or better Memory: 1.5GB RAM Graphics: GeForce 8800 or ATI Radeon HD 3800 series with 512 MB of VRAM or better Hard Drive: 7 GB Hard Drive Space Sound: Creative Sound Blaster X-Fi Sound Card
34810,"{'minimum': '<ul class=""bb_ul""><li><strong>OS:</strong> Windows 98/ME/2000/XP<br>\t\t\t\t\t </li><li><strong>Processor:</strong> Pentium III 700 MHz processor<br>\t\t\t\t\t </li><li><strong>Memory:</strong> 256 MB RAM<br>\t\t\t\t\t </li><li><strong>Graphics:</strong> ATI Radeon 7500 or GeForce 2 with 32 MB RAM<br>\t\t\t\t\t </li><li><strong>DirectX®:</strong> DirectX 9.0<br>\t\t\t\t     </li></ul>'}",[],[],OS: Windows 98/ME/2000/XP  Processor: Pentium III 700 MHz processor  Memory: 256 MB RAM  Graphics: ATI Radeon 7500 or GeForce 2 with 32 MB RAM  DirectX®: DirectX 9.0,
35600,"{'minimum': '<ul class=""bb_ul""><li><strong>OS:</strong> Windows XP/Vista<br>\t\t\t\t\t\t\t\t</li><li><strong>Processor:</strong> 1.0 GHz<br>\t\t\t\t\t\t\t\t</li><li><strong>Memory:</strong> 512 Mb<br>\t\t\t\t\t\t\t\t</li><li><strong>Graphics:</strong> Any<br>\t\t\t\t\t\t\t\t</li><li><strong>DirectX®:</strong> 8.0 or higher<br>\t\t\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong> 40 Mb<br>\t\t\t\t\t\t\t\t</li><li><strong>Sound:</strong> Any<br>\t\t\t\t\t\t\t</li></ul>'}","{'minimum': '<ul class=""bb_ul""><li><strong>OS:</strong> OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later.<br>\t</li><li><strong>Processor:</strong> Intel Core 2 Duo<br>\t</li><li><strong>Memory:</strong> 512MB of RAM<br>\t</li><li><strong>Graphics:</strong> any<br>\t</li><li><strong>Hard Drive:</strong> 40MB<br>\t</li><li><strong>Sound:</strong> Standard audio</li></ul>'}",[],OS: Windows XP/Vista Processor: 1.0 GHz Memory: 512 Mb Graphics: Any DirectX®: 8.0 or higher Hard Drive: 40 Mb Sound: Any,
36300,"{'minimum': '<ul>\n\t\t\t\t\t\t\t\t<li><strong>OS:</strong> Windows XP/Vista/7\n\t\t\t\t\t\t\t\t<li><strong>Processor:</strong> Pentium III 800MHz or better (1.0 GHz Vista)\n\t\t\t\t\t\t\t\t<li><strong>Memory:</strong> 256 MB System RAM (512 MB Vista)\n\t\t\t\t\t\t\t\t<li><strong>Graphics:</strong> 32MB Video RAM\n\t\t\t\t\t\t\t\t<li><strong>DirectX&reg;:</strong> Direct-X 8.1 (10 Vista)\n\t\t\t\t\t\t\t\t<li><strong>Other Requirements:</strong> Internet Explorer 5.0+, AOL 5,6 or MSN browsers\n\t\t\t\t\t\t\t\t</ul>'}",[],[],"OS: Windows XP/Vista/7Processor: Pentium III 800MHz or better (1.0 GHz Vista)Memory: 256 MB System RAM (512 MB Vista)Graphics: 32MB Video RAMDirectX&reg;: Direct-X 8.1 (10 Vista)Other Requirements: Internet Explorer 5.0+, AOL 5,6 or MSN browsers",
37000,"{'minimum': '<ul class=""bb_ul""><li><strong>OS:</strong> Windows XP SP2 / Vista<br>\t\t\t\t\t\t\t\t</li><li><strong>Processor:</strong> Pentium IV 2GHz<br>\t\t\t\t\t\t\t\t</li><li><strong>Memory:</strong> 512 MB<br>\t\t\t\t\t\t\t\t</li><li><strong>Graphics:</strong> 128 MB DirectX® 9.0c compatible video card (e.g. NVIDIA® GeForce™  FX 5600 or ATi® Radeon™ 9600)<br>\t\t\t\t\t\t\t\t</li><li><strong>DirectX®:</strong> 9.0c<br>\t\t\t\t\t\t\t\t</li><li><strong>Hard Drive:</strong>  6GB<br>\t\t\t\t\t\t\t\t</li><li><strong>Sound:</strong> DirectX® 9.0c compatible audio card<br>\t\t\t\t\t\t\t</li></ul>'}",[],[],OS: Windows XP SP2 / Vista Processor: Pentium IV 2GHz Memory: 512 MB Graphics: 128 MB DirectX® 9.0c compatible video card (e.g. NVIDIA® GeForce™  FX 5600 or ATi® Radeon™ 9600) DirectX®: 9.0c Hard Drive:  6GB Sound: DirectX® 9.0c compatible audio card,
37240,"{'minimum': '\n\t\t\t\t\t<ul>\n\t\t\t\t\t<li><strong>OS:</strong> Windows® 2000, XP, Vista </li>\n\t\t\t\t\t<li><strong>Processor:</strong>Pentium III® 700 MHz minimum </li>\n\t\t\t\t\t<li><strong>Memory:</strong>128 MB </li>\n\t\t\t\t\t<li><strong>Graphics:</strong> 64 MB video RAM recommended</li>\n\t\t\t\t\t<li><strong>Hard Drive:</strong> 30 MB </li>\n\t\t\t\t\t<li><strong>DirectX:</strong> 7.0 or later</li>\n\t\t\t\t\t</ul>\n\t\t\t\t\t'}","{'minimum': '<p><strong>Minimum:</strong></p>\n<ul>\n\t<li><strong>OS:</strong> OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later</li>\n\t<li><strong>Processor:</strong> G4 800 MHz or faster</li>\n\t<li><strong>Min Screen Resolution:</strong> 800x600</li>\n\t<li><strong>Hard Drive:</strong> 50 MB</li>\n</ul>', 'recommended': '<p><strong>Recommended:</strong></p>\n<ul>\n\t<li><strong>OS:</strong> OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later</li>\n\t<li><strong>Processor:</strong> G4 800 MHz or faster</li>\n\t<li><strong>Min Screen Resolution:</strong> 800x600</li>\n\t<li><strong>Sound Card:</strong> Recommended</li>\n\t<li><strong>Hard Drive:</strong> 50 MB</li>\n</ul>'}",[],"OS: Windows® 2000, XP, Vista Processor:Pentium III® 700 MHz minimum Memory:128 MB Graphics: 64 MB video RAM recommendedHard Drive: 30 MB DirectX: 7.0 or later",
37270,"{'minimum': '\n\t\t\t\t\t<ul>\n\t\t\t\t\t<li><strong>OS:</strong> Windows® Vista, XP SP1 & 2</li>\n\t\t\t\t\t<li><strong>Processor:</strong>Pentium IV 1.2 Ghz processor or faster</li>\n\t\t\t\t\t<li><strong>Memory:</strong>256 MB</li>\n\t\t\t\t\t<li><strong>Hard Drive:</strong> 35 MB </li>\n\t\t\t\t\t<li><strong>Flash Player Version 8 or higher (installed to work in Internet Explorer) </strong></li>\n\t\t\t\t\t</ul>\n\t\t\t\t\t'}","{'minimum': '<p><strong>Minimum:</strong></p>\n<ul>\n\t<li><strong>OS:</strong> OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later</li>\n\t<li><strong>Processor:</strong> G4 800 MHz or faster</li>\n\t<li><strong>Memory:</strong> 256 MB RAM</li>\n\t<li><strong>Min Screen Resolution:</strong> 800x600</li>\n\t<li><strong>Flash:</strong> Flash 8 Player or higher</li>\n\t<li><strong>Hard Drive:</strong> 35 MB</li>\n</ul>', 'recommended': '<p><strong>Recommended:</strong></p>\n<ul>\n\t<li><strong>OS:</strong> OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later</li>\n\t<li><strong>Processor:</strong> G4 800 MHz or faster</li>\n\t<li><strong>Memory:</strong> 256 MB RAM</li>\n\t<li><strong>Min Screen Resolution:</strong> 800x600</li>\n\t<li><strong>Flash:</strong> Flash 8 Player or higher</li>\n\t<li><strong>Hard Drive:</strong> 35 MB</li>\n\t<li><strong>Sound Card:</strong> Recommended</li>\n</ul>\n'}",[],"OS: Windows® Vista, XP SP1 & 2Processor:Pentium IV 1.2 Ghz processor or fasterMemory:256 MBHard Drive: 35 MB Flash Player Version 8 or higher (installed to work in Internet Explorer)",
37960,{'minimum': '<ul>\n\t                    <li><strong>OS:</strong> Windows 2000/XP/Vista</li>\n\t                    <li><strong>Processor:</strong> 1.2GHz processor</li>\n\t                    <li><strong>Memory:</strong> 512+MB of RAM</li>\n\t                    <li><strong>Graphics:</strong> 128MB of video memory</li>\n\t                    <li><strong>DirectX:</strong> 8 or later</li>\n\t                    <li><strong>Hard Drive:</strong> 200MB+ of free hard drive space</li>\n\t                    <li><strong>Sound:</strong> DirectX-compatible sound</li>\n                    </ul>'},[],[],OS: Windows 2000/XP/Vista                    Processor: 1.2GHz processor                    Memory: 512+MB of RAM                    Graphics: 128MB of video memory                    DirectX: 8 or later                    Hard Drive: 200MB+ of free hard drive space                    Sound: DirectX-compatible sound,
38070,{'minimum': '<ul>\n\t\t\t\t\t\t\t\t<li><strong>OS:</strong> Windows 2000/XP/Vista\n\t\t\t\t\t\t\t\t<li><strong>Processor:</strong> 1 GHz or faster processor\n\t\t\t\t\t\t\t\t<li><strong>Memory:</strong> 768 MB Ram or higher\n\t\t\t\t\t\t\t\t<li><strong>Graphics:</strong> 16 MB Video card (32-bit graphics)\n\t\t\t\t\t\t\t\t<li><strong>DirectX&reg;:</strong> DirectX 7.0 or higher\n\t\t\t\t\t\t\t\t<li><strong>Hard Drive:</strong> 80 MB\n\t\t\t\t\t\t\t\t</ul>'},[],[],OS: Windows 2000/XP/VistaProcessor: 1 GHz or faster processorMemory: 768 MB Ram or higherGraphics: 16 MB Video card (32-bit graphics)DirectX&reg;: DirectX 7.0 or higherHard Drive: 80 MB,
39520,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 98/ME/2000/XP/7/8<br></li><li><strong>Processor:</strong> AMD Athlon/Intel Pentium III 500 MHz<br></li><li><strong>Memory:</strong> 128 MB RAM<br></li><li><strong>Graphics:</strong> DirectX compatible graphic card with 32 MB<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible Sound card</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 98/ME/2000/XP/7/8<br></li><li><strong>Processor:</strong> 1 GHz Processor (AMD/Intel)<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> DirectX compatible graphic card with 64 MB<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible Sound card</li></ul>'}",[],[],OS: Windows 98/ME/2000/XP/7/8 Processor: AMD Athlon/Intel Pentium III 500 MHz Memory: 128 MB RAM Graphics: DirectX compatible graphic card with 32 MB DirectX: Version 9.0 Storage: 1 GB available space Sound Card: DirectX compatible Sound card,OS: Windows 98/ME/2000/XP/7/8 Processor: 1 GHz Processor (AMD/Intel) Memory: 512 MB RAM Graphics: DirectX compatible graphic card with 64 MB DirectX: Version 9.0 Storage: 1 GB available space Sound Card: DirectX compatible Sound card
