appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
452570,Battle Chef Brigade Deluxe,2017-11-20,1,Trinket Studios,Adult Swim Games,windows;mac,0,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG,Action;RPG;Indie,25,1025,34,242,356,20000-50000,15.49
453220,BrambleLash,2017-09-13,1,Bytesprite,Bytesprite,windows;mac,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,19,10,2,0,0,0-20000,6.99
453650,Marble Void,2016-04-12,1,Leveled Games,Leveled Games,windows;linux,0,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards;Includes level editor,Action;Adventure;Casual;Indie,Indie;Casual;Action,27,17,3,0,0,0-20000,3.99
453910,Love is Dead,2018-05-31,1,Curiobot,Armor Games Studios,windows;mac,0,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Stats,Casual;Indie,Indie;Casual;Puzzle,36,17,1,0,0,0-20000,8.99
454160,Dark Fear,2016-06-22,1,Arif Games,Arif Games,windows,0,Single-player;Steam Achievements,Adventure;Indie;RPG,Adventure;RPG;Indie,32,124,7,0,0,0-20000,2.79
454540,LuckCatchers,2016-11-15,1,DiP Online,DiP Online,windows,0,MMO;In-App Purchases,Free to Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy,Free to Play;Massively Multiplayer;RPG,80,407,338,4,4,100000-200000,0.0
455970,Nokori,2016-03-25,1,Heartomics,Heartomics,windows,0,Single-player;Steam Trading Cards,Casual,Casual;Clicker;Visual Novel,0,22,20,0,0,0-20000,0.79
456810,Zombillie,2016-04-29,1,Forever Entertainment S. A.,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,16,134,50,260,260,50000-100000,3.99
457140,Oxygen Not Included,2017-05-18,1,Klei Entertainment,Klei Entertainment,windows;mac;linux,0,Single-player,Indie;Simulation;Early Access,Early Access;Base-Building;Survival,2,16797,1205,2115,1072,500000-1000000,18.99
457530,My Lady,2016-03-28,1,Michaela Laws,Michaela Laws,windows;mac;linux,0,Single-player;Steam Achievements;Captions available,Casual;Indie;Simulation,Casual;Indie;Simulation,9,105,24,0,0,0-20000,0.79
457770,Audio Arena,2016-07-25,1,Skydome Studios,Skydome Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action,Action;VR,25,20,3,0,0,0-20000,4.99
459630,R.C. Bot Inc.,2016-07-29,1,Blue Budgie Studios,Blue Budgie Studios,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie;Simulation;Strategy,Simulation;Strategy;Action,37,4,6,0,0,0-20000,3.99
460580,Star Chart,2016-09-05,1,Escapist Games Ltd,Escape Velocity Limited,windows;mac,0,Single-player,Simulation,Simulation;VR;Space,0,10,10,0,0,0-20000,6.99
460920,Steep™,2016-12-02,1,Ubisoft Annecy;Ubisoft Montpellier;Ubisoft Kiev,Ubisoft,windows,0,Single-player;Online Multi-Player;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Sports,Sports;Open World;Multiplayer,0,7802,2603,724,602,500000-1000000,25.99
461280,Missileman Origins,2017-02-22,1,Ryan Silberman,Opium Pulses Entertainment,windows,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie,0,12,1,0,0,20000-50000,1.69
463250,One Tower,2016-11-10,1,SkyReacher Entertainment,SkyReacher Entertainment,windows,0,Multi-player;Online Multi-Player;In-App Purchases,Free to Play;Strategy;Early Access,Early Access;Free to Play;Strategy,0,35,45,9,9,20000-50000,0.0
463980,Solitairica,2016-05-31,1,Righteous Hammer Games,Righteous Hammer Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Strategy,Strategy;Indie;RPG,27,161,28,0,0,20000-50000,6.99
464780,ChuSingura46+1 S,2016-06-21,1,インレ;Inre,NextNinja,windows;mac,0,Single-player,Adventure;Free to Play,Nudity;Free to Play;Anime,0,767,103,240,453,200000-500000,0.0
465720,Demon Hunter 2: New Chapter,2016-07-21,1,Brave Giant LTD,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Casual;Adventure;Hidden Object,15,78,32,0,0,20000-50000,6.99
466350,Fossil Echo,2016-07-08,1,Awaceb,Awaceb,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,14,66,38,0,0,0-20000,6.99
466430,Choice of Alexandria,2016-06-10,1,Choice of Games,Choice of Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG,25,52,1,0,0,0-20000,2.09
466500,35MM,2016-05-27,1,Носков Сергей,Носков Сергей,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie,Post-apocalyptic;Atmospheric;Survival,20,2113,873,211,286,100000-200000,5.99
466860,上帝之城 I：监狱帝国 [City of God I - Prison Empire],2018-07-09,1,Pixel Gangsta Studio,Pixel Gangsta Studio;Flying Interactive,windows,0,Single-player;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Commentary available,Indie;RPG;Simulation;Strategy,Simulation;Indie;RPG,42,1184,510,0,0,50000-100000,14.49
468490,Neon Space,2016-05-12,1,Just1337 Studio,Just1337 Publisher,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie;Strategy,Action;Indie;Casual,14,314,81,430,154,100000-200000,4.99
474210,BUTCHER,2016-10-05,1,Transhuman Design,Transhuman Design,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie,Action;Pixel Graphics;Gore,27,555,53,110,110,20000-50000,6.99
474890,Uncrewed,2016-07-28,1,Quite Different Mechanics,Quite Different Mechanics,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Workshop,Action;Strategy;Early Access,Early Access;Strategy;Action,21,48,15,0,0,0-20000,8.99
476430,SwingStar VR,2016-12-20,1,Computer Lunch;Zero Eden Games,Computer Lunch,windows,0,Single-player;Full controller support,Action;Adventure;Simulation,Action;Adventure;Simulation,0,15,1,0,0,0-20000,5.59
477740,Zero Escape: The Nonary Games,2017-03-24,1,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Violent;Gore;Adventure,Story Rich;Visual Novel;Puzzle,38,640,37,0,0,20000-50000,23.79
479150,BoX -containment-,2016-05-26,1,Memorazer Production,Memorazer Production,windows,0,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,0,3,0,0,0,0-20000,1.59
485580,24 HOURS,2016-09-13,1,Freshtrax,Freshtrax,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie,Indie;Action;Adventure,0,317,409,229,274,200000-500000,0.79
486360,Timore Inferno,2016-06-02,1,Vidas Salavejus,Vidas Salavejus,windows,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;Horror,0,188,123,176,212,200000-500000,3.99
487030,Beasts Battle,2016-06-15,1,Greenolor Studio,Greenolor Studio,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Strategy,Strategy;Adventure;Indie,14,54,20,0,0,20000-50000,1.59
488950,Werewolves Within™,2016-12-06,1,Ubisoft,Ubisoft,windows,0,Multi-player,Casual;RPG;Simulation;Strategy,Casual;Strategy;RPG,0,75,31,0,0,0-20000,16.99
489050,Whitetail Challenge,2016-06-20,1,PSR Outdoors,PSR Outdoors,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,18,3,8,0,0,0-20000,2.79
491070,Shout Of Survival,2017-11-29,1,Hako Games,Hako Games,windows;mac,0,Online Multi-Player;Cross-Platform Multiplayer;Full controller support,Adventure;Casual;Indie;Strategy,Indie;Casual;Strategy,0,3,1,0,0,0-20000,3.99
491220,Mr. Pumpkin Adventure,2016-07-08,1,Cotton Game,CottonGame,windows;mac,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Point & Click,14,108,11,0,0,0-20000,2.79
492160,3D Pool,2016-06-17,1,Z-Software GmbH,familyplay,windows,0,Single-player;Local Multi-Player,Casual;Simulation,Simulation;Casual;Sports,0,8,13,0,0,0-20000,6.99
493310,Requiem: Avenging Angel,2016-07-07,1,Cyclone Studios,Retroism;Prism Entertainment,windows,0,Single-player,Action,Action;FPS;Classic,0,32,6,0,0,0-20000,6.99
493480,ERISLE,2017-03-10,1,Expect Studio, Expect Studio ,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;RPG;Early Access,Early Access;Action;RPG,0,9,10,0,0,0-20000,0.0
494100,ENIGMA:,2016-11-15,1,Uzumeya,Fruitbat Factory,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Visual Novel,22,55,1,0,0,0-20000,10.99
494170,Miniature Garden,2017-03-30,1,Muzintou,Fruitbat Factory,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Indie;Adventure;Casual,8,36,6,0,0,0-20000,14.99
494960,Twisted Arrow,2017-03-28,1,Phaser Lock Interactive,Phaser Lock Interactive,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Adventure;VR,30,73,9,0,0,0-20000,11.39
495110,Enigmatis 3: The Shadow of Karkhala,2016-08-11,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,34,407,33,0,0,50000-100000,6.99
495320,Ancient VR coaster,2016-07-04,1,Crovax Studios,Crovax Studios,windows,0,Single-player,Adventure;Casual;Indie;Simulation,Adventure;Simulation;Indie,0,8,9,0,0,0-20000,0.79
495630,The Divine Paradox,2016-09-26,1,Cape of Games LLC,Cape of Games LLC,windows,0,Single-player;Steam Trading Cards,RPG,RPG;RPGMaker,0,6,5,436,436,20000-50000,1.69
495990,True Love ～Confide to the Maple～,2016-10-05,1,SP-time,SP-time,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie,Visual Novel;Casual;Indie,24,773,167,152,162,0-20000,8.99
496380,A Verdant Hue,2016-07-26,1,Spilt Milk Studios Ltd,Spilt Milk Studios Ltd,windows,0,Single-player,Casual;Free to Play;Indie;Simulation;Strategy,Strategy;Simulation;Indie,0,3,2,0,0,0-20000,9.99
496690,Adventures On The Polluted Islands,2017-02-17,1,Uncle Frost Team,Sometimes You,windows,0,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,0,64,19,295,323,20000-50000,1.99
497080,Construct: Escape the System,2016-12-02,1,Oliver Boyce,Immanitas Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Indie,Indie;Adventure;Action,42,73,19,381,381,0-20000,5.59
497490,Project Hovercraft,2016-10-19,1,Allusio,Allusio,windows,0,Multi-player;Online Multi-Player,Action;Casual;Indie,Action;Indie;Casual,0,3,4,0,0,0-20000,10.99
498330,Cats are Liquid - A Light in the Shadows,2016-07-25,1,Last Quarter Studios,Last Quarter Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie,Indie;Adventure;Platformer,16,426,43,6,6,20000-50000,0.79
498380,AquaNimble,2016-09-30,1,"DrinkingNails, LLC","DrinkingNails, LLC",windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,56,8,0,0,0,0-20000,6.99
499210,Road Rage,2017-11-14,1,Team 6,Maximum Games,windows,18,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,Violent;Action;Racing,Action;Racing;Violent,33,4,14,0,0,0-20000,19.99
499400,The Path of Greatest Resistance,2017-02-17,1,RealityRig,RealityRig,windows,0,Single-player,Action,Action;VR,0,41,9,0,0,0-20000,2.79
499910,SHINRAI - Broken Beyond Despair,2016-08-26,1,Gosatsu Visual Novels,Gosatsu Visual Novels,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Visual Novel,15,54,1,0,0,0-20000,10.99
500120,"Gazzel Quest, The Five Magic Stones",2016-07-15,1,DemonVideogames,DemonVideogames,windows,0,Single-player;Local Multi-Player;Local Co-op,Action;Indie,Action;Indie;Shoot 'Em Up,0,6,4,0,0,0-20000,0.79
500710,Wild Terra Online,2017-12-18,1,Juvty Worlds Ltd.,Juvty Worlds Ltd.,windows;mac;linux,0,Multi-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Adventure;Indie;Massively Multiplayer;RPG,RPG;Massively Multiplayer;Sandbox,50,734,472,53,53,20000-50000,0.0
500760,Kuraburo Kai,2016-08-15,1,syuuyuusya,syuuyuusya,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,0,2,3,0,0,0-20000,3.99
501430,Blue Solar: Chaos War,2016-07-21,1,Solar Sails Games,Solar Sails Games,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie;Strategy,Adventure;Strategy;Indie,0,106,33,0,0,0-20000,2.79
502120,Anicon - Animal Complex - Cat's Path,2016-08-02,1,Zeiva Inc,Zeiva Inc,windows,0,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,0,22,3,0,0,0-20000,5.59
502150,Interstellar Logistics Inc,2016-08-15,1,Exalted Guy Interactive,,windows,0,Single-player,Casual,Casual;Puzzle;Sci-fi,9,25,4,281,281,0-20000,2.09
502700,Laser Lasso BALL,2017-02-13,1,RagTagRadical,RagTagRadical LLC,windows,0,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;Sports,Sports;Indie;Action,13,20,1,0,0,0-20000,1.69
503560,911 Operator,2017-02-24,1,Jutsu Games,Games Operators;PlayWay S.A.,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Casual;Indie;Simulation;Strategy,Strategy;Simulation;Management,18,3529,697,257,280,200000-500000,10.99
503580,Duck Season,2017-09-14,1,Stress Level Zero,Stress Level Zero,windows,0,Single-player;Steam Achievements;Steam Trading Cards;SteamVR Collectibles,Action;Adventure;Casual;Indie,Action;Horror;VR,23,456,75,49,49,20000-50000,14.99
503700,Fall of Freya (Alpha 1),2016-09-30,1,GOTY LLC,GOTY LLC,windows,0,Single-player,Action;Adventure;Casual;Indie;RPG;Strategy;Early Access,Early Access;Action;Indie,0,1,3,0,0,0-20000,14.99
504090,3..2..1..Grenades!,2017-06-21,1,Banyango,Banyango ,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Indie;Action;4 Player Local,10,25,1,0,0,0-20000,5.59
504210,SHENZHEN I/O,2016-11-17,1,Zachtronics,Zachtronics,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Indie;Simulation,Programming;Simulation;Puzzle,6,1682,62,332,336,100000-200000,10.99
504610,SaberSaw VR,2018-12-12,1,James Oliver,Destined,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,1,1,0,0,0-20000,4.99
508440,Totally Accurate Battle Simulator,2019-04-01,1,Landfall,Landfall,windows;mac,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Simulation;Funny,0,3109,295,297,367,500000-1000000,11.39
508890,Meteor Crush VR,2016-08-16,1,XIERRA Games,XIERRA Games,windows,0,Single-player;Steam Leaderboards,Action;Indie,Action;Indie;VR,0,3,0,0,0,0-20000,0.79
509070,Super VR Trainer,2017-03-13,1,Jorge Moreno Aguilera;David Erosa,David Erosa García,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Casual;Indie;Sports,Action;Indie;VR,30,17,6,0,0,0-20000,13.59
509250,TO THE TOP,2017-05-18,1,Electric Hat Games LLC.,Electric Hat Games LLC.,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;SteamVR Collectibles;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Racing,Indie;Action;Racing,43,423,48,84,121,20000-50000,15.49
510750,Driftwood The Visual Novel,2016-08-08,1,Wakagana,Wakagana,windows;mac;linux,0,Single-player,Casual;Free to Play;Indie;Simulation,Free to Play;Casual;Visual Novel,0,34,33,0,0,20000-50000,0.0
510990,LooWarVR,2016-08-11,1,CrystalGame,CrystalGame,windows,0,Single-player;Partial Controller Support;Steam Leaderboards,Action;Casual;RPG,Action;Casual;RPG,1,10,0,0,0,0-20000,2.79
511320,Echoes of the Fey: The Fox's Trail,2016-08-16,1,Woodsy Studio,Woodsy Studio,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie,Adventure;Visual Novel;Indie,28,12,1,0,0,0-20000,5.59
512120,Nakiti Generations,2017-12-14,1,Diablohead,Diablohead,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie;Early Access,Early Access;Action;Metroidvania,0,18,2,0,0,0-20000,4.99
513260,Green Moon 2,2016-08-14,1,Hooligans Entertainment,Hooligans Entertainment,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,3,2,0,0,0-20000,3.99
513310,Aviators,2017-01-19,1,Eclipse Studios,501 Industries,windows;mac,0,Online Multi-Player;Partial Controller Support;Steam Cloud,Action;Casual;Indie;Sports;Early Access,Early Access;Indie;Sports,0,1,0,0,0,0-20000,1.99
514770,Grave Mania: Pandemic Pandemonium,2016-08-30,1,Anino Games,Big Fish Games,windows,0,Single-player,Casual,Casual,0,4,0,0,0,0-20000,4.99
514900,>observer_,2017-08-15,1,Bloober Team SA,Aspyr,windows;mac;linux,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Cyberpunk;Horror;Psychological Horror,19,2468,583,91,91,200000-500000,22.99
516010,Board Defenders,2016-09-06,1,Ludus Studio,Ludus Studio,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Strategy,Strategy;Indie;Casual,21,16,1,0,0,0-20000,3.99
517910,Sisyphus Reborn,2016-09-05,1,Myshkin Entertainment,Myshkin Entertainment,windows;linux,0,Single-player;Steam Achievements,Adventure,Adventure;Free to Play;Atmospheric,7,706,45,0,0,20000-50000,0.0
517930,The Castles of Dr. Creep,2016-09-02,1,Ed Hobbs;Robert Crossfield,Strobs Canardly,windows;mac;linux,0,Single-player;Local Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Indie,Casual;Indie;Retro,39,19,1,0,0,0-20000,1.69
519990,Zenza,2016-11-23,1,Intropy Games,Intropy Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Strategy,Strategy;Indie;Casual,22,1,12,0,0,0-20000,2.79
521140,King Machine,2016-11-02,1,FastRam Design,FastRam Design,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie,Indie,26,1,2,0,0,0-20000,10.99
521930,Minimized,2016-09-16,1,Crystal Box Team,Dagestan Technology,windows,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;FPS,0,91,74,235,245,100000-200000,3.19
